record_date,generated_at,code,name,price,change_pct,change,volume,amount,source
2026-07-06,2026-07-06T11:24:33+08:00,688808,联讯仪器,2265.99,-0.18,-4.01,8439.0,1928754360.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688498,源杰科技,1653.1,-0.37,-6.13,29474.0,4767201375.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688256,寒武纪,1353.18,0.01,0.18,67380.0,9065351044.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,600519,贵州茅台,1206.41,1.0,11.96,28991.0,3469742375.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300308,中际旭创,1109.69,-0.57,-6.31,227222.0,24946186150.49,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,001309,德明利,899.0,1.94,17.09,145713.0,12940707329.53,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002371,北方华创,801.97,-1.72,-14.03,104081.0,8274503040.49,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688766,普冉股份,775.04,-5.01,-40.84,74537.0,5793072889.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688802,沐曦股份-U,715.88,-3.05,-22.5,11711.0,836509611.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301308,江波龙,685.47,10.91,67.45,223892.0,15309114272.8,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603986,兆易创新,653.06,-3.65,-24.71,445207.0,29454477435.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688795,摩尔线程-U,642.51,-0.2,-1.3,14896.0,940895361.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301666,大普微-UW,590.0,-0.51,-3.02,24336.0,1455680945.27,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688627,精智达,569.0,-1.61,-9.3,33053.0,1857261533.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688502,茂莱光学,556.0,-2.84,-16.28,14509.0,804191366.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300502,新易盛,520.63,-1.02,-5.37,286118.0,14701085852.38,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688809,强一股份,507.97,-0.59,-3.03,15242.0,765119887.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688797,臻宝科技,506.0,-6.31,-34.1,60260.0,3052428564.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301377,鼎泰高科,498.99,-3.68,-19.05,37469.0,1894001731.96,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300757,罗博特科,495.01,-3.46,-17.72,50399.0,2495928038.98,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688017,绿的谐波,476.0,-2.46,-12.0,154524.0,7322876942.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603061,金海通,474.0,0.27,1.27,20626.0,971268242.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688630,芯碁微装,470.64,-2.02,-9.68,41034.0,1935194057.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688200,华峰测控,448.17,-3.41,-15.83,44457.0,1997382855.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002916,深南电路,446.35,-1.79,-8.13,110003.0,4835166691.56,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,601869,长飞光纤,442.5,-6.86,-32.58,102024.0,4596750133.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688525,佰维存储,441.03,3.07,13.12,272083.0,12027586710.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688027,国盾量子,437.25,-2.44,-10.95,16147.0,706327828.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688048,长光华芯,430.1,4.75,19.5,104609.0,4597435073.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688012,中微公司,411.4,-0.55,-2.29,190909.0,7767683919.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688025,杰普特,396.51,0.38,1.51,21071.0,839745825.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300750,宁德时代,376.47,-0.93,-3.53,132905.0,5027245876.8,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688082,盛美上海,370.08,1.83,6.65,53794.0,1960374955.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688635,长进光子,370.04,-6.79,-26.96,13994.0,530604494.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688785,恒运昌,362.12,-3.73,-14.03,6266.0,228111906.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688037,芯源微,362.0,1.94,6.88,52565.0,1882327981.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603444,吉比特,361.96,1.1,3.94,10965.0,395658268.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301629,矽电股份,348.4,-3.41,-12.29,12305.0,428424000.29,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301200,大族数控,346.91,1.14,3.91,22429.0,777497152.1,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688807,优迅股份,344.98,-3.58,-12.82,9668.0,333334794.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688041,海光信息,342.76,5.33,17.36,267320.0,9088297405.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688361,中科飞测,342.26,0.08,0.26,66144.0,2254283747.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688702,盛科通信-U,340.1,5.09,16.46,72519.0,2423770882.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688536,思瑞浦,333.72,0.48,1.6,28118.0,932537313.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688506,百利天恒,332.5,-2.21,-7.5,30954.0,1052457598.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688146,中船特气,331.4,0.38,1.26,74670.0,2475777559.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688519,南亚新材,330.05,-11.09,-41.17,56655.0,1957540138.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688668,鼎通科技,327.68,1.5,4.85,35512.0,1172258349.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301626,苏州天脉,326.58,1.74,5.58,9317.0,297031197.71,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300666,江丰电子,324.39,-2.35,-7.8,124201.0,4070040266.83,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688347,华虹宏力,304.27,6.76,19.27,163948.0,4804543634.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300870,欧陆通,301.84,2.01,5.94,36734.0,1112453514.84,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300620,光库科技,301.67,-3.39,-10.58,64520.0,1958939121.94,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300604,长川科技,300.66,-0.68,-2.05,174903.0,5261120790.86,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688521,芯原股份,297.97,-1.66,-5.03,134785.0,3996465907.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300857,协创数据,292.55,-2.62,-7.86,99003.0,2909309200.83,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300476,胜宏科技,292.5,-5.05,-15.57,258546.0,7623783853.02,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688019,安集科技,289.81,1.93,5.5,79216.0,2311227167.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688167,炬光科技,288.67,-3.05,-9.08,47687.0,1385727088.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301205,联特科技,288.01,-3.35,-9.98,45786.0,1334689410.29,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301396,宏景科技,284.67,-2.82,-8.25,56631.0,1626227020.23,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688235,百济神州,280.0,4.88,13.04,81221.0,2253440210.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603129,春风动力,274.57,4.43,11.64,16122.0,434843024.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300489,光智科技,270.58,-3.93,-11.07,91615.0,2451282440.48,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300567,精测电子,267.6,1.39,3.68,60285.0,1572415937.4,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300475,香农芯创,266.47,0.84,2.22,263050.0,7126043104.91,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688120,华海清科,266.25,-0.47,-1.25,110227.0,2950284962.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688008,澜起科技,262.98,-1.43,-3.82,450098.0,11961766027.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688411,海博思创,260.2,3.6,9.05,40840.0,1079902717.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300672,国科微,259.79,-1.82,-4.81,54701.0,1434286496.65,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688052,纳芯微,259.07,0.81,2.07,24750.0,632055154.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300751,迈为股份,257.19,-2.95,-7.82,60015.0,1577853497.45,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301392,汇成真空,251.0,0.35,0.87,32084.0,811135296.08,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688409,富创精密,249.34,1.84,4.5,58947.0,1452826954.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300223,北京君正,248.82,-4.14,-10.74,374000.0,9354630834.49,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301345,涛涛车业,248.49,7.57,17.48,26899.0,656975623.16,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300033,同花顺,242.55,-1.47,-3.63,140702.0,3483760162.58,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300394,天孚通信,237.62,-4.99,-12.48,308933.0,7440049258.8,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301630,同宇新材,234.24,4.42,9.92,21025.0,515080561.6,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002850,科达利,233.12,3.08,6.96,103829.0,2411320075.12,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688020,方邦股份,229.18,-6.69,-16.43,27379.0,652669562.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603929,亚翔集成,227.11,-3.72,-8.78,39319.0,894065162.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301369,联动科技,225.9,4.34,9.4,20429.0,461611080.82,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,605376,博迁新材,225.75,-5.19,-12.35,82049.0,1900134719.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002384,东山精密,225.17,-3.25,-7.56,581390.0,13300564576.9,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688692,达梦数据,223.57,0.93,2.06,12152.0,273462836.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688279,峰岹科技,222.58,-7.78,-18.77,26291.0,599477258.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300570,太辰光,219.58,-7.4,-17.54,127207.0,2850139611.82,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603256,宏和科技,218.56,-8.17,-19.44,132165.0,2966954686.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688507,索辰科技,216.5,-13.23,-33.01,86710.0,1971215891.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688268,华特气体,215.5,-4.61,-10.41,57651.0,1256613650.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300548,长芯博创,212.2,-3.99,-8.81,87994.0,1888218976.54,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688392,骄成超声,212.14,2.48,5.14,33052.0,692626663.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301183,东田微,212.11,-6.25,-14.13,29503.0,637788169.94,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002281,光迅科技,211.51,-2.68,-5.82,252048.0,5341860756.38,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688515,裕太微-U,209.63,-2.94,-6.35,23672.0,499967175.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688111,金山办公,209.61,-0.82,-1.74,39166.0,823214272.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688123,聚辰股份,206.93,1.44,2.93,106802.0,2234642313.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688629,华丰科技,202.99,12.77,22.99,219164.0,4230786785.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603083,剑桥科技,199.99,-4.48,-9.38,140533.0,2847051792.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688359,三孚新科,198.12,0.33,0.66,47136.0,952594777.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688610,埃科光电,196.95,-3.36,-6.85,12176.0,241439930.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688652,京仪装备,195.99,1.29,2.5,71405.0,1400628501.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688300,联瑞新材,195.34,-6.53,-13.65,89087.0,1775296313.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688617,惠泰医疗,194.32,-0.17,-0.34,11210.0,220974635.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300972,万辰集团,192.31,2.36,4.43,13468.0,254306020.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,001389,广合科技,192.0,-5.42,-11.0,64908.0,1271956469.15,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301086,鸿富瀚,191.51,1.54,2.91,24170.0,471548137.46,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688059,华锐精密,190.52,-5.35,-10.76,33240.0,649122908.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688820,盛合晶微,187.45,8.56,14.78,195950.0,3693979480.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002409,雅克科技,187.0,-6.27,-12.5,305401.0,5815833741.22,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603186,华正新材,186.73,-6.63,-13.26,102698.0,1967232217.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301486,致尚科技,186.63,0.41,0.76,46294.0,895141112.85,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688368,晶丰明源,182.48,-2.93,-5.51,22417.0,407748898.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301489,思泉新材,180.02,8.29,13.78,85617.0,1533529212.4,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688233,神工股份,180.01,-4.4,-8.28,85472.0,1574608478.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301232,飞沃科技,179.61,-1.31,-2.39,69747.0,1274216302.67,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300835,龙磁科技,178.89,-6.09,-11.61,39558.0,722271958.8,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688110,东芯股份,178.02,-0.44,-0.78,135032.0,2391873282.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603893,瑞芯微,177.51,-1.4,-2.52,92714.0,1629501505.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002028,思源电气,176.8,5.46,9.15,101097.0,1791435358.25,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688372,伟测科技,175.88,8.37,13.58,112002.0,1890526286.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688531,日联科技,173.8,-3.44,-6.2,69847.0,1245881408.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688813,泰金新能,173.01,-8.18,-15.41,31041.0,559589269.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688205,德科立,172.0,-3.43,-6.1,46600.0,811958551.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002353,杰瑞股份,171.8,6.4,10.34,163196.0,2804704007.33,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300776,帝尔激光,171.62,-6.01,-10.98,88646.0,1544685831.59,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002821,凯莱英,171.56,3.47,5.76,169714.0,2840308911.82,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603629,利通电子,170.55,2.36,3.94,127810.0,2166105373.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300814,中富电路,170.02,-2.09,-3.63,50738.0,863800193.53,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688125,安达智能,166.2,-3.07,-5.27,6617.0,111376713.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688585,上纬新材,165.92,-4.37,-7.58,48308.0,820449313.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,001270,铖昌科技,165.6,1.4,2.28,174921.0,3034757429.33,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603124,江南新材,164.95,-4.45,-7.68,32594.0,550627717.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688383,新益昌,164.4,-3.11,-5.27,18798.0,307857253.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688141,杰华特,163.51,4.81,7.51,124388.0,2008031601.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603268,松发股份,163.35,10.0,14.85,105763.0,1698958024.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688195,腾景科技,159.58,-3.05,-5.02,47772.0,774765974.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688535,华海诚科,159.56,-0.56,-0.9,83575.0,1336474234.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301306,西测测试,157.89,-8.47,-14.62,29829.0,488528550.41,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688308,欧科亿,157.84,-8.23,-14.16,98724.0,1594317676.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301603,乔锋智能,157.8,-1.37,-2.19,51184.0,794937090.75,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688686,奥普特,157.67,-6.81,-11.52,21633.0,345299018.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688603,天承科技,156.22,-4.63,-7.58,38877.0,614638374.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,600183,生益科技,155.16,-3.5,-5.62,415820.0,6540500090.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301563,云汉芯城,154.97,-1.87,-2.95,14402.0,227567686.47,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301682,宏明电子,154.7,-1.79,-2.82,17122.0,267728256.84,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300843,胜蓝股份,153.36,1.25,1.9,43741.0,650654654.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,600563,法拉电子,153.29,-2.4,-3.77,64402.0,1003483260.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301128,强瑞技术,153.29,0.97,1.48,39359.0,607302892.84,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301362,民爆光电,153.17,-9.43,-15.95,43035.0,675297130.36,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301590,优优绿能,152.32,2.23,3.32,8206.0,128202298.15,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002851,麦格米特,152.0,2.97,4.38,211005.0,3245840510.51,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688661,和林微纳,151.52,-13.1,-22.85,57309.0,911788747.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300868,杰美特,151.08,2.16,3.19,25597.0,378778221.5,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,003031,中瓷电子,150.52,-4.12,-6.46,56300.0,850968927.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688002,睿创微纳,150.23,-1.08,-1.64,67455.0,1010749918.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688331,荣昌生物,149.0,0.4,0.6,124744.0,1901529217.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,000988,华工科技,148.9,-3.28,-5.05,357178.0,5372310598.33,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688266,泽璟制药-U,148.68,3.97,5.68,94917.0,1391704794.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688313,仕佳光子,147.56,-6.94,-11.01,189516.0,2817201563.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301217,铜冠铜箔,147.05,-4.9,-7.58,304139.0,4713815809.62,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603991,领先股份,146.88,-3.16,-4.79,48577.0,729996148.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688143,长盈通,146.77,-10.13,-16.55,58276.0,882780161.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301611,珂玛科技,146.72,-2.19,-3.28,87291.0,1274015364.75,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300953,震裕科技,146.41,-2.33,-3.49,86721.0,1273252430.59,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301589,诺瓦星云,144.39,-1.44,-2.11,4904.0,71403571.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688234,天岳先进,142.99,-1.79,-2.61,87961.0,1263689957.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300408,三环集团,142.36,-1.75,-2.53,525588.0,7729130800.04,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300959,线上线下,142.3,-2.11,-3.06,23327.0,330867639.8,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688028,沃尔德,141.51,0.01,0.01,55125.0,785930069.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688981,中芯国际,141.5,0.85,1.19,536681.0,7509995022.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300760,迈瑞医疗,141.12,0.79,1.1,85018.0,1197939289.03,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301338,凯格精机,141.05,-10.16,-15.95,51872.0,762585973.51,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301319,唯特偶,141.0,-10.42,-16.4,118358.0,1744420246.15,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688047,龙芯中科,139.13,2.28,3.1,60507.0,831711950.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688068,热景生物,138.7,12.79,15.73,68183.0,915884417.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688147,微导纳米,138.04,7.0,9.03,98674.0,1332854013.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688322,奥比中光-W,135.67,-7.91,-11.66,237794.0,3287925276.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688332,中科蓝讯,135.66,-7.78,-11.45,42717.0,591468476.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301373,凌玮科技,135.35,-2.56,-3.55,33948.0,467299706.36,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301683,慧谷新材,134.9,-2.3,-3.17,9329.0,127907381.8,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301511,德福科技,134.75,-11.99,-18.35,299418.0,4209893676.07,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688775,影石创新,134.46,-1.08,-1.47,13750.0,184855284.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002008,大族激光,133.29,2.82,3.65,384031.0,5160891799.6,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688160,步科股份,133.17,-2.8,-3.83,38525.0,510826532.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300661,圣邦股份,132.76,-4.9,-6.84,133341.0,1779172928.96,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,605289,罗曼股份,131.78,-2.86,-3.88,31192.0,413765276.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688578,艾力斯,131.61,0.56,0.73,142409.0,1881127165.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301592,六九一二,131.09,0.31,0.41,14540.0,193601949.56,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300373,扬杰科技,130.27,0.63,0.81,164343.0,2136089626.79,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301696,三瑞智能,129.71,-7.61,-10.69,60138.0,781186218.15,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301529,福赛科技,129.42,4.12,5.12,57683.0,736482644.02,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301018,申菱环境,129.3,9.78,11.52,180711.0,2289524411.42,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,605499,东鹏饮料,128.61,1.79,2.26,43579.0,557288113.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301326,捷邦科技,128.41,-0.49,-0.63,8268.0,107040484.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,300274,阳光电源,128.22,1.63,2.06,362385.0,4717481691.85,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,002463,沪电股份,128.13,-5.33,-7.22,548740.0,7097733762.5,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688416,恒烁股份,127.5,-1.46,-1.89,48418.0,620997741.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603290,斯达半导,126.58,-2.14,-2.77,86756.0,1100037915.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301488,豪恩汽电,126.34,-8.12,-11.16,19619.0,254376155.12,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,688662,富信科技,125.3,-6.84,-9.2,71656.0,924329313.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603259,药明康德,125.08,0.77,0.96,661854.0,8313903097.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,603773,沃格光电,124.25,-9.37,-12.85,187009.0,2404409540.0,本地最近行情CSV
2026-07-06,2026-07-06T11:24:33+08:00,301191,菲菱科思,124.18,10.37,11.67,76133.0,892568748.06,本地最近行情CSV
